Academic_Score,Score_on_Plays_Made,Missed_Play_Score,Injury_Propensity,School_Type,School_Score,Overall_Score,Region,Scholarship
6,0.32,0.3,Moderate,C,0.49,9.4,Southern,Partial
6.4,0.105,0.29,Low,B,0.55,10.7,Western,Partial
6.4,0.105,0.29,Low,B,0.55,10.7,Western,Partial
5.7,0.33,0.32,Low,B,0.5,12.3,Eastern,Partial
5.9,0.32,0.19,High,C,0.43,10.3,Southern,Partial
6.2,0.26,0.2,Moderate,C,0.42,10.4,Eastern,Partial
6,0.2,0.33,Low,B,0.45,11.6,Western,Partial
6.4,0.105,0.29,Low,B,0.55,10.7,Western,Partial
6.4,0.31,0.5,Normal,B,0.53,11.9,Western,Partial
6,0.35,0.46,Low,B,0.35,12.1,Western,Partial
5.1,0.26,0.34,Moderate,C,0.41,9.2,Eastern,Partial
6.6,0.28,0.09,High,C,0.62,9.5,Eastern,Partial
6,0.17,0.3,Moderate,C,0.57,11,Eastern,Partial
7.3,0.35,0.67,Moderate,C,0.5,10.9,Southern,Partial
6,0.26,0.24,Low,B,0.62,10.4,Eastern,Partial
5.4,0.375,0.4,Normal,C,0.52,9.1,Southern,Full
7,0.17,0.42,Low,B,0.62,11.4,Eastern,Partial
5.1,0.26,0.33,Low,B,0.43,11.4,Western,Partial
5.8,0.36,0.5,Low,B,0.45,9.7,Southern,Partial
5.7,0.4,0.35,Normal,B,0.67,12.4,Eastern,Partial
6.2,0.76,0.01,Normal,B,0.94,13.7,Western,Partial
6.1,0.41,0.2,High,C,0.43,10.6,Eastern,Partial
5.8,0.385,0.25,Normal,B,0.63,11.2,Eastern,Partial
6,0.27,0.4,Low,B,0.95,13.13333333,Eastern,Partial
5.7,0.4,0.35,Normal,B,0.67,12.4,Eastern,Partial
5.8,0.36,0.5,Low,B,0.45,9.7,Southern,Partial
7,0.24,0.47,Low,B,0.45,11,Eastern,Partial
6.8,0.23,0.48,Low,B,0.45,11.3,Eastern,Full
6.5,0.28,0.34,Normal,B,0.46,12,Western,Partial
6.4,0.23,0.35,High,C,0.47,9.2,Southern,Partial
6,0.34,0.29,Moderate,C,0.57,10.7,Eastern,Partial
6,0.34,0.29,Moderate,C,0.57,10.7,Eastern,Full
6.7,0.22,0.33,Low,B,0.76,11.4,Eastern,Partial
6.4,0.23,0.35,High,C,0.47,9.2,Southern,Partial
6,0.32,0.33,Moderate,C,0.43,12.1,Western,Partial
5.8,0.29,0.27,Low,B,0.35,11.1,Eastern,Partial
5.8,0.38,0.26,Low,C,0.43,9.7,Eastern,Partial
5.9,0.32,0.26,Low,B,0.36,10.7,Southern,Partial
5.6,0.33,0.28,Low,B,0.58,10.9,Eastern,Partial
5.9,0.37,0.3,Low,B,0.56,12,Western,Partial
5.6,0.295,0.26,Low,B,0.56,10.6,Eastern,Partial
6.7,0.5,0.36,High,C,0.49,9.6,Southern,Partial
6.5,0.28,0.38,Moderate,B,0.42,13.1,Eastern,Partial
5.3,0.275,0.24,Moderate,C,0.51,11,Eastern,Partial
5.2,0.405,0.15,Low,B,0.4,11.6,Western,Partial
6.8,0.34,0.36,Moderate,C,0.35,11.95,Western,Partial
5.7,0.22,0.25,Low,B,0.62,11.1,Eastern,Partial
6.2,0.28,0.57,Low,B,0.36,11.5,Eastern,Full
5.6,0.34,0.25,Normal,B,0.4,11.3,Southern,Partial
4.8,0.29,0.23,Low,B,0.34,11.9,Eastern,Partial
6.6,0.38,0.29,Low,C,0.6,9.5,Southern,Full
5.1,0.3,0.3,Low,B,0.46,12.2,Eastern,Partial
4.4,0.54,0.09,Normal,B,0.4,12.2,Western,Partial
7,0.36,0.35,Normal,B,0.56,11.1,Eastern,Partial
6.4,0.33,0.44,Moderate,C,0.48,9.6,Southern,Partial
7,0.36,0.35,Normal,B,0.56,11.1,Eastern,Partial
6.4,0.33,0.44,Moderate,C,0.48,9.6,Southern,Partial
6.2,0.23,0.38,Low,B,0.73,11.4,Southern,Partial
5.2,0.25,0.23,Low,B,0.62,11.4,Southern,Partial
6.2,0.35,0.29,Normal,B,0.59,12.06666667,Eastern,Full
7.1,0.23,0.39,High,D,0.46,9,Eastern,Partial
7.1,0.23,0.39,High,D,0.46,9,Eastern,Partial
7.5,0.38,0.33,Moderate,C,0.42,11.4,Eastern,Partial
6.4,0.35,0.51,Moderate,C,0.45,9.6,Southern,Partial
6,0.43,0.34,Moderate,B,0.37,11,Eastern,Full
6,0.52,0.33,Moderate,B,0.38,11,Eastern,Partial
5.5,0.31,0.29,Normal,B,0.56,11.2,Eastern,Full
5.9,0.22,0.3,Low,B,0.47,11.55,Eastern,Partial
6.2,0.36,0.32,Normal,B,0.5,13.3,Western,Partial
6,0.41,0.23,Low,C,0.47,9.633333333,Southern,Partial
6.2,0.355,0.35,Low,B,0.46,13.6,Eastern,Partial
5.7,0.41,0.21,Low,B,0.55,11.2,Eastern,Partial
5.3,0.6,0.34,Low,B,0.38,13,Eastern,Partial
5.8,0.23,0.31,Normal,C,0.64,10.8,Eastern,Partial
6.6,0.24,0.33,High,C,0.51,9.8,Eastern,Partial
6.1,0.32,0.28,Moderate,B,0.36,11.45,Western,Partial
5,0.2,0.4,Low,B,0.55,12.05,Eastern,Partial
6,0.42,0.41,High,C,0.6,9.7,Southern,Partial
5.7,0.21,0.32,Low,B,0.52,11.9,Eastern,Partial
5.6,0.2,0.36,Normal,C,0.49,10,Eastern,Partial
7.4,0.22,0.26,Low,B,0.41,9.7,Eastern,Partial
6.2,0.38,0.42,Normal,B,0.59,11.6,Western,Full
5.9,0.54,0,Low,C,0.36,8.8,Southern,Full
6.2,0.53,0.02,Low,B,0.35,9.5,Western,Partial
6.6,0.34,0.4,Moderate,C,0.5,9.533333333,Eastern,Partial
6.6,0.34,0.4,Moderate,C,0.5,9.533333333,Eastern,Partial
5,0.235,0.27,High,C,0.5,9.4,Eastern,Partial
5.5,0.32,0.13,Low,B,0.38,10.7,Southern,Partial
4.9,0.47,0.17,Low,B,0.35,11.5,Eastern,Partial
6.5,0.33,0.38,Moderate,C,0.5,9.6,Southern,Partial
6.6,0.34,0.4,Moderate,C,0.5,9.55,Eastern,Partial
6.2,0.21,0.28,Normal,B,1.08,12.15,Western,Partial
6.2,0.41,0.22,Low,B,0.79,13,Western,Partial
6.8,0.22,0.36,Low,C,0.54,9.2,Southern,Partial
4.9,0.235,0.27,High,C,0.5,9.4,Eastern,Partial
6.1,0.34,0.29,Low,B,0.44,11.8,Eastern,Full
5.7,0.21,0.32,Low,B,0.46,10.6,Eastern,Partial
6.5,0.23,0.38,Low,C,0.54,9.7,Southern,Partial
6.2,0.21,0.29,Low,B,0.5,11.2,Eastern,Partial
6.6,0.32,0.36,Moderate,C,0.46,9.6,Southern,Partial
6.5,0.24,0.19,Low,C,0.46,9.4,Eastern,Partial
5.5,0.29,0.3,Low,B,0.38,12.8,Western,Partial
6,0.21,0.38,Low,B,0.32,11.8,Eastern,Partial
7.4,0.7,0,Low,D,0.56,9.4,Western,Full
7.8,0.88,0,Normal,C,0.68,9.8,Western,Full
7.8,0.76,0.04,Low,C,0.65,9.8,Western,Full
11.2,0.28,0.56,Low,D,0.58,9.8,Eastern,Full
7.4,0.7,0,Low,D,0.56,9.4,Western,Full
7.4,0.66,0,Low,D,0.56,9.4,Western,Full
7.9,0.6,0.06,Low,C,0.46,9.4,Western,Full
7.3,0.65,0,Low,C,0.47,10,Southern,Full
7.8,0.58,0.02,Low,C,0.57,9.5,Southern,Full
7.5,0.5,0.36,Moderate,D,0.8,10.5,Western,Full
6.7,0.58,0.08,Low,C,0.54,9.2,Western,Full
7.5,0.5,0.36,Moderate,D,0.8,10.5,Western,Full
5.6,0.615,0,Low,C,0.52,9.9,Western,Full
7.8,0.61,0.29,Low,C,1.56,9.1,Western,Full
8.9,0.62,0.18,Normal,D,0.88,9.2,Western,Full
8.9,0.62,0.19,Normal,D,0.93,9.2,Western,Full
8.5,0.28,0.56,Low,C,0.75,10.5,Southern,Full
8.1,0.56,0.28,Low,C,1.28,9.3,Western,Full
7.9,0.32,0.51,Low,C,1.08,9.2,Eastern,Full
8.9,0.22,0.48,Low,C,0.53,9.4,Eastern,Full
7.6,0.39,0.31,Low,D,0.65,9.7,Western,Full
7.9,0.43,0.21,Low,C,0.91,9.5,Western,Full
8.5,0.49,0.11,Low,C,0.53,9.4,Western,Full
6.9,0.4,0.14,Low,C,0.63,9.7,Eastern,Full
6.3,0.39,0.16,Low,C,0.56,9.3,Western,Full
7.6,0.41,0.24,Low,C,0.59,9.5,Western,Full
7.9,0.43,0.21,Low,C,0.91,9.5,Western,Full
7.1,0.71,0,Low,C,0.55,9.4,Western,Full
7.8,0.645,0,Low,C,0.59,9.8,Eastern,Full
6.7,0.675,0.07,Low,C,0.54,10.1,Western,Full
6.9,0.685,0,Normal,C,0.57,10.6,Eastern,Full
8.3,0.655,0.12,Low,C,0.66,9.8,Western,Full
6.9,0.605,0.12,High,D,0.52,9.4,Eastern,Full
5.2,0.32,0.25,Low,C,0.55,9.2,Western,Full
7.8,0.645,0,Normal,D,0.55,9.6,Eastern,Full
7.8,0.6,0.14,Low,D,0.6,10.8,Eastern,Full
8.1,0.38,0.28,Low,C,0.73,9.7,Southern,Full
7.3,0.45,0.36,Normal,D,0.83,10.5,Western,Full
7.3,0.45,0.36,Normal,D,0.83,10.5,Western,Full
7.5,0.49,0.2,Normal,C,0.9,10.5,Eastern,Full
8.1,0.66,0.22,Low,C,1.2,10.3,Western,Full
6.8,0.67,0.02,Low,C,0.52,9.5,Western,Full
7.7,0.935,0.43,Low,C,0.73,9.2,Western,Full
8.7,0.29,0.52,Low,C,0.58,9.5,Western,Full
6.4,0.4,0.23,Low,C,0.56,9.2,Western,Full
5.6,0.31,0.37,Low,C,0.58,9.2,Western,Full
8.8,0.66,0.26,Low,C,0.74,9.2,Western,Full
6.6,0.52,0.04,Low,C,0.63,9.4,Eastern,Full
6.6,0.5,0.04,Low,C,0.64,9.4,Eastern,Full
8.6,0.38,0.36,Normal,C,0.56,9.4,Western,Full
7.6,0.51,0.15,Normal,C,0.63,10.2,Eastern,Full
7.7,0.62,0.04,Normal,D,0.53,9.5,Western,Full
10.2,0.42,0.57,Normal,C,0.63,9.6,Western,Full
7.5,0.63,0.12,Normal,D,0.77,9.4,Western,Full
7.8,0.59,0.18,Low,D,0.59,10,Western,Full
7.3,0.39,0.31,Low,C,0.54,9.4,Eastern,Full
8.8,0.4,0.4,Low,D,0.64,9.2,Western,Full
7.7,0.69,0.49,Low,C,0.71,9.3,Western,Full
7.5,0.52,0.16,Low,C,0.62,9.5,Southern,Full
7,0.735,0.05,Low,C,0.57,9.8,Western,Full
7.2,0.725,0.05,Normal,C,0.39,10.9,Western,Full
7.2,0.725,0.05,Normal,C,0.39,10.9,Western,Full
7.5,0.52,0.11,Low,C,0.58,9.6,Western,Full
6.6,0.705,0.07,Low,C,0.58,10.7,Western,Full
9.3,0.32,0.57,Low,C,0.79,10.7,Western,Full
8,0.705,0.05,Low,C,0.95,10.5,Eastern,Full
7.7,0.63,0.08,Low,C,0.54,9.5,Eastern,Full
7.7,0.67,0.23,Low,C,0.48,9.5,Western,Full
7.7,0.69,0.22,Low,C,0.48,9.5,Western,Full
9.7,0.32,0.54,Normal,D,0.82,9.6,Western,Full
8.8,0.41,0.64,Low,D,0.66,10.5,Western,Full
8.8,0.41,0.64,Low,D,0.66,10.5,Western,Full
6.8,0.785,0,Low,C,0.55,10.7,Eastern,Full
6.7,0.75,0.12,Low,C,0.52,10.1,Western,Full
6.2,0.45,0.2,Low,C,0.56,9.2,Western,Full
7.8,0.43,0.7,Low,C,1.28,9.4,Western,Full
7.4,0.5,0.47,Low,C,0.57,9.1,Western,Full
7.3,0.67,0.26,Low,C,1.14,9.4,Western,Full
6.3,0.3,0.48,Low,C,0.78,10.3,Eastern,Full
6.9,0.55,0.15,Low,C,0.59,10.1,Western,Full
8.6,0.49,0.28,Low,C,1.95,9.9,Eastern,Full
7.7,0.49,0.26,Low,C,0.64,9.6,Western,Full
9.3,0.39,0.44,Low,D,1.22,9.5,Western,Full
7,0.62,0.08,Low,D,0.53,9,Western,Full
7.9,0.52,0.26,Low,C,0.54,9.5,Western,Full
8.6,0.49,0.28,Low,C,1.95,9.9,Eastern,Full
8.6,0.49,0.29,Low,C,1.98,9.8,Western,Full
7.7,0.49,0.26,Low,C,0.64,9.6,Western,Full
4.7,0.6,0.17,Low,C,0.6,12.9,Eastern,Full
6.8,0.775,0,Normal,C,0.56,10.7,Western,Full
7,0.5,0.25,Low,C,0.63,9.2,Western,Full
7.6,0.9,0.06,Normal,C,0.56,9.8,Western,Full
8.1,0.545,0.18,Low,C,0.59,9,Eastern,Full
8.3,0.61,0.3,Low,C,0.61,10.2,Eastern,Full
7.8,0.5,0.3,Low,C,0.56,10.4,Eastern,Full
8.1,0.545,0.18,Low,C,0.59,9,Eastern,Full
8.1,0.575,0.22,Low,C,0.51,9.2,Western,Full
7.2,0.49,0.24,Low,C,0.48,9.4,Western,Full
8.1,0.575,0.22,Low,C,0.51,9.2,Western,Full
7.8,0.41,0.68,Low,C,1.31,9.3,Western,Full
6.2,0.63,0.31,Low,C,0.79,9.3,Western,Full
8,0.33,0.53,Normal,D,0.8,9.6,Eastern,Full
8.1,0.785,0.52,Low,C,0.69,9.3,Western,Full
7.8,0.56,0.19,Low,C,0.93,9.5,Western,Full
8.4,0.62,0.09,Low,C,0.66,9.8,Western,Full
8.4,0.6,0.1,Low,C,0.66,9.8,Western,Full
10.1,0.31,0.44,Low,D,0.67,9.7,Eastern,Full
7.8,0.56,0.19,Low,C,0.93,9.5,Western,Full
9.4,0.4,0.31,Low,C,0.63,10.5,Eastern,Full
8.3,0.54,0.28,Low,D,0.61,10,Eastern,Full
7.8,0.56,0.12,Low,C,0.5,9.4,Eastern,Full
8.8,0.55,0.04,Low,C,0.6,10.9,Eastern,Full
7,0.69,0.08,Low,C,0.54,9.2,Eastern,Full
7.3,1.07,0.09,Low,C,0.57,9,Western,Full
8.8,0.55,0.04,Low,C,0.6,10.9,Eastern,Full
7.3,0.695,0,Normal,D,0.52,9.2,Western,Full
8,0.71,0,Normal,D,0.53,9.5,Western,Full
7.8,0.5,0.17,Low,C,0.48,9.5,Western,Full
9,0.62,0.04,Low,D,0.7,9.4,Western,Full
8.2,1.33,0,Low,C,0.49,10.9,Western,Full
8.1,1.33,0,Low,C,0.48,10.9,Western,Full
8,0.59,0.16,Low,C,0.92,10.5,Southern,Full
6.1,0.38,0.15,Low,C,0.57,9.4,Western,Full
8,0.745,0.56,Low,C,0.66,9.4,Western,Full
5.6,0.5,0.09,Low,C,0.63,13,Western,Full
5.6,0.5,0.09,Low,C,0.63,13,Western,Full
6.6,0.5,0.01,Low,C,0.58,9.8,Eastern,Full
7.9,1.04,0.05,Low,C,0.55,9.9,Eastern,Full
8.4,0.745,0.11,Low,C,0.82,9.6,Western,Full
8.3,0.715,0.15,Low,C,0.77,9.5,Western,Full
7.2,0.415,0.36,Low,C,0.64,9.2,Western,Full
7.8,0.56,0.19,Low,C,0.54,9.5,Western,Full
7.8,0.56,0.19,Low,C,0.54,9.5,Western,Full
8.4,0.745,0.11,Low,C,0.82,9.6,Western,Full
8.3,0.715,0.15,Low,C,0.77,9.5,Western,Full
5.2,0.34,0,Low,B,0.79,14,Eastern,Full
6.3,0.39,0.08,Low,C,0.58,9.4,Western,Full
5.2,0.34,0,Low,B,0.79,14,Eastern,Full
8.1,0.67,0.55,Low,C,0.62,9.4,Western,Full
5.8,0.68,0.02,Low,C,0.52,10,Western,Full
7.6,0.49,0.26,Low,C,0.8,9.3,Western,Full
6.9,0.49,0.1,Low,C,0.58,10.2,Eastern,Full
8.2,0.4,0.44,Normal,D,0.61,10.5,Eastern,Full
7.3,0.33,0.47,Low,C,0.53,10.3,Eastern,Full
7.5,0.6,0.03,Low,C,0.54,10.1,Western,Full
7.5,0.6,0.03,Low,C,0.54,10.1,Western,Full
7.1,0.43,0.42,Normal,C,0.72,10.5,Western,Full
7.1,0.43,0.42,Normal,C,0.71,10.5,Western,Full
7.1,0.43,0.42,Normal,C,0.72,10.5,Western,Full
7.1,0.43,0.42,Normal,C,0.71,10.5,Western,Full
7.1,0.68,0,Low,C,0.5,9.3,Western,Full
6.8,0.6,0.18,Low,C,0.57,9.3,Eastern,Full
7.6,0.95,0.03,Low,C,0.56,9.6,Western,Full
7.8,0.53,0.04,Low,C,0.56,10,Eastern,Full
7.4,0.6,0.26,Moderate,D,0.49,9.4,Western,Full
7.3,0.59,0.26,Moderate,D,0.49,9.4,Western,Full
7.8,0.63,0.48,Low,C,0.62,9.5,Western,Full
6.8,0.64,0.1,Low,C,0.52,10.2,Western,Full
6.8,0.63,0.07,Low,C,0.55,10.4,Eastern,Full
7.5,0.705,0.24,Low,C,1.59,9.5,Western,Full
8,0.42,0.17,Low,C,0.61,9.2,Eastern,Full
8,0.42,0.17,Low,C,0.61,9.2,Eastern,Full
7.4,0.62,0.05,Low,C,0.57,11.5,Eastern,Full
7.3,0.38,0.21,Low,C,0.47,9.5,Western,Full
6.9,0.5,0.04,Low,C,0.78,9.5,Western,Full
7.3,0.38,0.21,Low,C,0.47,9.5,Western,Full
7.5,0.52,0.42,Low,C,0.61,10.5,Eastern,Full
7,0.805,0,Normal,C,0.56,9.6,Western,Full
8.8,0.61,0.14,Low,C,0.59,9.5,Western,Full
8.8,0.61,0.14,Low,C,0.59,9.5,Western,Full
8.9,0.61,0.49,Low,C,1.02,9.3,Western,Full
7.2,0.73,0.02,Normal,C,0.52,9.3,Western,Full
6.8,0.61,0.2,Low,C,0.58,9.3,Western,Full
6.7,0.62,0.21,Low,C,0.58,9.3,Eastern,Full
8.9,0.31,0.57,Low,C,0.53,9.7,Western,Full
7.4,0.39,0.48,Low,C,0.55,9.2,Western,Full
7.7,0.705,0.1,Normal,D,0.49,9.7,Western,Full
7.9,0.5,0.33,Low,C,0.55,9.5,Western,Full
7.9,0.49,0.32,Low,C,0.55,9.5,Western,Full
8.2,0.5,0.35,Normal,D,0.62,9.4,Western,Full
6.4,0.37,0.25,Low,C,0.62,9.8,Eastern,Full
6.8,0.63,0.12,Normal,C,0.61,9.5,Western,Full
7.6,0.55,0.21,Low,C,0.55,9.7,Western,Full
7.6,0.55,0.21,Low,C,0.55,9.7,Western,Full
7.8,0.59,0.33,Low,C,0.54,9.4,Western,Full
7.3,0.58,0.3,Low,C,0.59,10.2,Western,Full
11.5,0.3,0.6,Low,D,0.97,10.1,Eastern,Full
5.4,0.835,0.08,Low,B,0.85,13,Southern,Full
9.6,0.32,0.47,Low,C,0.82,10.3,Southern,Full
8.8,0.37,0.48,Low,D,1.03,9.3,Western,Full
6.8,0.5,0.11,Low,C,0.79,9.5,Western,Full
7,0.42,0.35,Low,C,0.55,9.2,Western,Full
7,0.43,0.36,Low,C,0.56,9.2,Eastern,Full
12.8,0.3,0.74,Normal,D,0.77,10.8,Southern,Full
12.8,0.3,0.74,Normal,D,0.77,10.8,Southern,Full
7.8,0.57,0.31,Low,C,0.53,9.3,Western,Full
7.8,0.44,0.28,Normal,C,0.67,9.4,Western,Full
11,0.3,0.58,Low,D,0.88,10.5,Southern,Full
9.7,0.53,0.6,Low,C,0.86,12.4,Eastern,Full
8,0.725,0.24,Normal,C,0.56,10,Eastern,Full
11.6,0.44,0.64,Low,D,0.67,10.2,Eastern,Full
8.2,0.57,0.26,Low,C,0.43,10.1,Western,Full
7.8,0.735,0.08,Low,C,0.71,9.8,Eastern,Full
7,0.49,0.49,Normal,C,0.76,10.5,Western,Full
8.7,0.625,0.16,Low,C,0.57,11,Western,Full
8.1,0.725,0.22,Low,C,0.55,9.1,Western,Full
7.5,0.49,0.19,Low,C,0.54,9.7,Western,Full
7.8,0.53,0.33,Low,C,0.6,9.5,Western,Full
7.8,0.34,0.37,Low,C,0.59,9.4,Eastern,Full
7.4,0.53,0.26,Low,C,0.57,9.4,Western,Full
6.8,0.61,0.04,Low,C,0.6,9.5,Western,Full
8.6,0.645,0.25,Low,D,0.6,10,Eastern,Full
7.7,0.43,0.25,Normal,C,0.58,10.5,Eastern,Full
8.9,0.59,0.5,Low,C,1.61,9.5,Eastern,Full
9,0.82,0.14,Normal,D,0.63,9.8,Western,Full
7.7,0.43,0.25,Normal,C,0.58,10.5,Eastern,Full
6.9,0.52,0.25,Normal,C,0.5,11,Western,Full
5.2,0.48,0.04,Low,C,0.62,12.2,Southern,Full
8,0.38,0.06,Low,C,0.52,9.9,Eastern,Full
8.5,0.37,0.2,Normal,D,0.7,9.6,Eastern,Full
6.9,0.52,0.25,Normal,C,0.5,11,Western,Full
8.2,1,0.09,Low,C,0.55,9,Eastern,Full
7.2,0.63,0,Low,C,0.58,9,Eastern,Full
7.2,0.63,0,Low,C,0.58,9,Eastern,Full
7.2,0.645,0,Low,C,0.58,9.2,Eastern,Full
7.2,0.63,0,Low,C,0.58,9,Eastern,Full
8.2,1,0.09,Low,C,0.55,9,Eastern,Full
8.9,0.635,0.37,Low,C,1.09,9.3,Western,Full
12,0.38,0.56,Low,D,0.71,10.9,Eastern,Full
7.7,0.58,0.1,Low,C,0.49,9.8,Eastern,Full
15,0.21,0.44,Low,A,0.84,9.2,Southern,Full
15,0.21,0.44,Low,A,0.84,9.2,Southern,Full
7.3,0.66,0,Low,D,0.96,9.9,Eastern,Full
7.1,0.68,0.07,Low,C,0.52,9.5,Western,Full
8.2,0.6,0.17,Low,C,0.45,9.3,Western,Full
7.7,0.53,0.06,Low,C,0.48,9.8,Eastern,Full
7.3,0.66,0,Low,D,0.96,9.9,Eastern,Full
10.8,0.32,0.44,Low,D,0.78,10,Eastern,Full
7.1,0.6,0,Low,C,0.7,9.9,Eastern,Full
11.1,0.35,0.48,Normal,D,0.53,10.5,Western,Full
7.7,0.775,0.42,Low,C,0.59,9.5,Western,Full
7.1,0.6,0,Low,C,0.7,9.9,Eastern,Full
8,0.57,0.23,Normal,C,0.57,9.3,Western,Full
9.4,0.34,0.37,Low,D,0.62,9.2,Western,Full
6.6,0.695,0,Low,C,0.67,9.2,Western,Full
7.7,0.41,0.76,Low,C,1.26,9.4,Western,Full
10,0.31,0.47,Normal,D,0.8,10.5,Southern,Full
7.9,0.33,0.23,Low,C,0.65,9.3,Western,Full
8,0.52,0.03,Low,C,0.57,10,Western,Full
7.9,0.37,0.23,Low,C,0.67,9.3,Western,Full
12.5,0.56,0.49,Low,D,0.87,10.9,Western,Full
11.8,0.26,0.52,Low,C,0.72,10.2,Southern,Full
6.9,0.54,0.04,Normal,D,0.91,9.4,Eastern,Full
11.5,0.18,0.51,Normal,D,0.97,10.1,Eastern,Full
7.9,0.545,0.06,Normal,C,0.67,10.7,Eastern,Full
11.5,0.18,0.51,Normal,D,0.97,10.1,Eastern,Full
10.9,0.37,0.58,Normal,D,0.78,10.1,Western,Full
8.4,0.715,0.2,Low,C,0.64,9.4,Western,Full
7.5,0.65,0.18,Moderate,D,0.77,9.4,Western,Full
7.9,0.545,0.06,Normal,C,0.67,10.7,Eastern,Full
6.9,0.54,0.04,Normal,D,0.91,9.4,Eastern,Full
11.5,0.18,0.51,Normal,D,0.97,10.1,Eastern,Full
8.9,0.4,0.32,Normal,D,0.77,10.5,Southern,Full
11.4,0.26,0.44,Normal,D,0.82,9.3,Eastern,Full
7.7,0.27,0.68,Normal,C,1.08,9.9,Southern,Full
7.6,0.52,0.12,Normal,C,0.57,9.1,Western,Full
8.9,0.4,0.32,Normal,D,0.77,10.5,Southern,Full
9.9,0.59,0.07,Normal,A,0.71,9.8,Western,Full
9.9,0.59,0.07,Normal,A,0.71,9.8,Western,Full
12,0.45,0.55,Low,D,0.76,10.3,Eastern,Full
7.5,0.4,0.12,Normal,C,0.7,10.3,Eastern,Full
8.7,0.52,0.09,Normal,D,0.86,10.6,Southern,Full
11.6,0.42,0.53,Normal,A,0.95,9.2,Western,Full
8.7,0.52,0.09,Normal,D,0.86,10.6,Southern,Full
11,0.2,0.48,Low,D,0.71,10.5,Western,Full
10.4,0.55,0.23,Normal,D,0.64,10.3,Eastern,Full
6.9,0.36,0.25,Low,C,0.6,10.1,Eastern,Full
13.3,0.34,0.52,Normal,A,0.81,9.5,Eastern,Full
10.8,0.5,0.46,Normal,A,0.64,9.5,Western,Full
10.6,0.83,0.37,Normal,D,0.52,9.9,Western,Full
7.1,0.63,0.06,Low,D,0.73,9.6,Western,Full
7.2,0.65,0.02,Low,D,0.8,9.7,Western,Full
6.9,0.67,0.06,Low,D,0.71,9.6,Western,Full
7.5,0.53,0.06,Normal,C,0.59,10.7,Eastern,Full
11.1,0.18,0.48,Low,C,0.64,10.1,Eastern,Full
8.3,0.705,0.12,Normal,D,0.72,10,Western,Full
7.4,0.67,0.12,Low,C,0.54,9.5,Western,Full
8.4,0.65,0.6,Low,C,0.52,9.2,Western,Full
10.3,0.53,0.48,Normal,D,0.59,9.3,Eastern,Full
7.6,0.62,0.32,Low,C,0.52,9.4,Western,Full
10.3,0.41,0.42,Low,D,0.62,9.5,Eastern,Full
10.3,0.43,0.44,Low,D,0.63,9.5,Eastern,Full
7.4,0.29,0.38,Low,C,0.53,9.5,Eastern,Full
10.3,0.53,0.48,Normal,D,0.59,9.3,Eastern,Full
7.9,0.53,0.24,Low,C,0.54,9.4,Eastern,Full
9,0.46,0.31,Normal,D,0.63,9.5,Eastern,Full
8.6,0.47,0.3,Normal,D,0.53,9.4,Western,Full
7.4,0.36,0.29,Normal,C,0.68,11,Western,Full
7.1,0.35,0.29,Normal,C,0.65,11,Eastern,Full
9.6,0.56,0.23,Normal,D,0.65,10.1,Western,Full
9.6,0.77,0.12,Normal,D,0.64,10.4,Eastern,Full
9.8,0.66,0.39,Normal,D,0.71,11.5,Southern,Full
9.6,0.77,0.12,Normal,D,0.64,10.4,Eastern,Full
9.8,0.66,0.39,Normal,D,0.71,11.5,Southern,Full
9.3,0.61,0.26,Normal,D,0.62,9.7,Western,Full
7.8,0.62,0.05,Low,C,0.63,9.3,Western,Full
10.3,0.59,0.42,Normal,D,0.7,9.5,Eastern,Full
10,0.49,0.2,High,A,0.69,9.2,Eastern,Full
10,0.49,0.2,High,A,0.69,9.2,Eastern,Full
11.6,0.53,0.66,Normal,D,0.74,11.5,Southern,Full
10.3,0.44,0.5,Normal,D,0.83,11.5,Western,Full
13.4,0.27,0.62,Normal,A,0.67,9.7,Eastern,Full
10.7,0.46,0.39,Low,D,0.62,9.5,Western,Full
10.2,0.36,0.64,Normal,D,0.66,12.5,Eastern,Full
10.2,0.36,0.64,Normal,D,0.66,12.5,Eastern,Full
8,0.58,0.28,Normal,C,0.54,9.4,Eastern,Full
8.4,0.56,0.08,Low,C,0.52,11,Western,Full
7.9,0.65,0.01,Normal,C,0.74,11.7,Southern,Full
11.9,0.695,0.53,Normal,D,0.84,12.2,Southern,Full
8.9,0.43,0.45,Low,C,0.7,12.5,Eastern,Full
7.8,0.43,0.32,Normal,C,0.64,10.3,Western,Full
12.4,0.49,0.58,Normal,A,1,11.5,Eastern,Full
12.5,0.28,0.54,Low,D,1.36,9.8,Southern,Full
12.2,0.34,0.5,Low,A,1.18,9.2,Eastern,Full
10.6,0.42,0.48,Normal,C,0.87,11.3,Eastern,Full
10.9,0.39,0.47,Low,D,0.75,9.8,Eastern,Full
10.9,0.39,0.47,Low,D,0.75,9.8,Eastern,Full
11.9,0.57,0.5,Normal,A,0.78,10.7,Eastern,Full
7,0.685,0,Low,D,0.81,9.9,Western,Full
6.6,0.815,0.02,Normal,C,0.89,12.3,Southern,Full
13.8,0.49,0.67,Normal,D,0.93,12,Eastern,Full
9.6,0.56,0.31,Normal,D,0.92,10,Eastern,Full
9.1,0.785,0,Normal,D,0.86,9.4,Eastern,Full
